cik,ticker,company_name,metric,value,unit,form,fiscal_year,fiscal_period,period_end,filed_date,accession_number,taxonomy,concept,source_url
0001551152,ABBV,AbbVie Inc.,operating_income,3400000000.0,USD,10-Q,2019,Q2,2019-06-30,2019-08-05,0001551152-19-000023,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000023/
0001551152,ABBV,AbbVie Inc.,revenue,6944000000.0,USD,10-K,2018,FY,2017-06-30,2019-02-27,0001551152-19-000008,us-gaap,Revenues,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000008/
0001559720,ABNB,AirBnB Class A,cash,18190000000.0,USD,10-Q,2025,Q2,2024-06-30,2025-08-06,0001559720-25-000025,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000025/
0000001800,ABT,Abbott Laboratories,debt,4063000000.0,USD,10-Q,2018,Q3,2018-09-30,2018-10-31,0001104659-18-065076,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/1800/000110465918065076/
0000001800,ABT,Abbott Laboratories,debt,754000000.0,USD,10-K,2021,FY,2021-12-31,2022-02-18,0001104659-22-025141,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/1800/000110465922025141/
0000001800,ABT,Abbott Laboratories,net_income,283000000.0,USD,10-Q,2018,Q2,2017-06-30,2018-08-01,0001104659-18-048736,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465918048736/
0000001800,ABT,Abbott Laboratories,operating_income,3650000000.0,USD,10-K,2019,FY,2018-12-31,2020-02-21,0001104659-20-023904,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465920023904/
0000006201,AAL,American,debt,5262000000.0,USD,10-Q,2024,Q3,2024-09-30,2024-10-24,0000006201-24-000060,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/6201/000000620124000060/
0000006201,AAL,American,equity,-780000000.0,USD,10-Q,2018,Q2,2017-12-31,2018-07-26,0000006201-18-000027,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620118000027/
0000006201,AAL,American,equity,-5202000000.0,USD,10-K,2024,FY,2023-12-31,2025-02-19,0000006201-25-000010,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620125000010/
0000006201,AAL,American,net_income,341000000.0,USD,10-Q,2018,Q3,2018-09-30,2018-10-25,0000006201-18-000039,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620118000039/
0000006201,AAL,American,operating_income,808000000.0,USD,10-K,2019,FY,2019-09-30,2020-02-19,0000006201-20-000023,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620120000023/
0000006201,AAL,American,operating_income,396000000.0,USD,10-Q,2019,Q1,2018-03-31,2019-04-26,0000006201-19-000023,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620119000023/
0000006201,AAL,American,operating_income,1467000000.0,USD,10-K,2025,FY,2025-12-31,2026-02-18,0000006201-26-000014,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620126000014/
0000006201,AAL,American,shares_outstanding,449055548.0,shares,10-K,2018,FY,2019-02-20,2019-02-25,0000006201-19-000009,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/6201/000000620119000009/
0000320193,AAPL,Apple,debt,8310000000.0,USD,10-Q,2026,Q2,2026-03-28,2026-05-01,0000320193-26-000013,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/
0000320193,AAPL,Apple,equity,88190000000.0,USD,10-Q,2026,Q1,2025-12-27,2026-01-30,0000320193-26-000006,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/
0000320193,AAPL,Apple,inventory,7351000000.0,USD,10-Q,2023,Q3,2023-07-01,2023-08-04,0000320193-23-000077,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/320193/000032019323000077/
0000320193,AAPL,Apple,operating_income,40373000000.0,USD,10-Q,2025,Q1,2023-12-30,2025-01-31,0000320193-25-000008,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019325000008/
0001551152,ABBV,AbbVie Inc.,capex,638000000.0,USD,10-K,2019,FY,2018-12-31,2020-02-21,0001551152-20-000007,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000007/
0001551152,ABBV,AbbVie Inc.,capex,353000000.0,USD,10-Q,2023,Q2,2023-06-30,2023-08-07,0001551152-23-000033,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1551152/000155115223000033/
0001551152,ABBV,AbbVie Inc.,cash,39924000000.0,USD,10-Q,2021,Q3,2019-12-31,2021-11-02,0001551152-21-000031,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/
0001551152,ABBV,AbbVie Inc.,eps,6.45,USD/shares,10-K,2023,FY,2021-12-31,2024-02-20,0001551152-24-000011,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000011/
0001551152,ABBV,AbbVie Inc.,operating_cash_flow,24943000000.0,USD,10-K,2024,FY,2022-12-31,2025-02-14,0001551152-25-000020,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/
0001551152,ABBV,AbbVie Inc.,revenue,14342000000.0,USD,10-Q,2021,Q3,2021-09-30,2021-11-02,0001551152-21-000031,us-gaap,Revenues,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/
0001551152,ABBV,AbbVie Inc.,sga,3083000000.0,USD,10-Q,2021,Q3,2021-09-30,2021-11-02,0001551152-21-000031,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/
0001551152,ABBV,AbbVie Inc.,sga,14010000000.0,USD,10-K,2025,FY,2025-12-31,2026-02-20,0001551152-26-000008,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/
0001559720,ABNB,AirBnB Class A,equity,8165000000.0,USD,10-K,2025,FY,2023-12-31,2026-02-12,0001559720-26-000004,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/
0001559720,ABNB,AirBnB Class A,net_income,-1172211000.0,USD,10-Q,2022,Q1,2021-03-31,2022-05-09,0001559720-22-000009,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000009/
0001559720,ABNB,AirBnB Class A,operating_cash_flow,2974000000.0,USD,10-Q,2024,Q2,2024-06-30,2024-08-06,0001559720-24-000024,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000024/
0000001800,ABT,Abbott Laboratories,eps,0.34,USD/shares,10-K,2018,FY,2017-09-30,2019-02-22,0001047469-19-000624,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1800/000104746919000624/
0000001800,ABT,Abbott Laboratories,equity,31088000000.0,USD,10-Q,2020,Q1,2019-12-31,2020-04-29,0001104659-20-053384,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1800/000110465920053384/
0000001800,ABT,Abbott Laboratories,equity,31088000000.0,USD,10-Q,2020,Q3,2019-12-31,2020-11-04,0001104659-20-121336,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1800/000110465920121336/
0000001800,ABT,Abbott Laboratories,rd,654000000.0,USD,10-Q,2022,Q1,2021-03-31,2022-05-03,0001104659-22-055285,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1800/000110465922055285/
0000001800,ABT,Abbott Laboratories,revenue,10143000000.0,USD,10-Q,2023,Q3,2023-09-30,2023-11-01,0001628280-23-035957,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1800/000162828023035957/
0000006201,AAL,American,net_income,425000000.0,USD,10-Q,2019,Q3,2019-09-30,2019-10-24,0000006201-19-000067,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620119000067/
0000320193,AAPL,Apple,eps,2.46,USD/shares,10-Q,2019,Q2,2019-03-30,2019-05-01,0000320193-19-000066,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/320193/000032019319000066/
0000320193,AAPL,Apple,equity,58107000000.0,USD,10-Q,2022,Q3,2022-06-25,2022-07-29,0000320193-22-000070,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019322000070/
0000320193,AAPL,Apple,gross_profit,54855000000.0,USD,10-Q,2025,Q1,2023-12-30,2025-01-31,0000320193-25-000008,us-gaap,GrossProfit,https://www.sec.gov/Archives/edgar/data/320193/000032019325000008/
0000320193,AAPL,Apple,inventory,4855000000.0,USD,10-Q,2018,Q1,2017-09-30,2018-02-02,0000320193-18-000007,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/320193/000032019318000007/
0000320193,AAPL,Apple,rd,11581000000.0,USD,10-K,2019,FY,2017-09-30,2019-10-31,0000320193-19-000119,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/
0001551152,ABBV,AbbVie Inc.,equity,10397000000.0,USD,10-Q,2025,Q1,2023-12-31,2025-05-09,0001551152-25-000029,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000029/
0001551152,ABBV,AbbVie Inc.,sga,5412000000.0,USD,10-Q,2022,Q2,2022-06-30,2022-08-04,0001551152-22-000030,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000030/
0001559720,ABNB,AirBnB Class A,equity,2901783000.0,USD,10-Q,2022,Q1,2020-12-31,2022-05-09,0001559720-22-000009,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000009/
0001559720,ABNB,AirBnB Class A,equity,4737000000.0,USD,10-Q,2023,Q3,2022-03-31,2023-11-01,0001559720-23-000020,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000020/
0000001800,ABT,Abbott Laboratories,equity,32784000000.0,USD,10-K,2020,FY,2020-12-31,2021-02-19,0001104659-21-025751,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1800/000110465921025751/
0000001800,ABT,Abbott Laboratories,net_income,419000000.0,USD,10-K,2018,FY,2017-03-31,2019-02-22,0001047469-19-000624,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000104746919000624/
0000001800,ABT,Abbott Laboratories,operating_cash_flow,4765000000.0,USD,10-Q,2021,Q2,2021-06-30,2021-08-04,0001104659-21-100055,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1800/000110465921100055/
0000001800,ABT,Abbott Laboratories,rd,672000000.0,USD,10-Q,2022,Q3,2021-09-30,2022-11-01,0001628280-22-027550,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1800/000162828022027550/
0000006201,AAL,American,cash,586000000.0,USD,10-Q,2024,Q2,2022-12-31,2024-07-25,0000006201-24-000048,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620124000048/
0000006201,AAL,American,equity,-4746000000.0,USD,10-Q,2024,Q3,2024-06-30,2024-10-24,0000006201-24-000060,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620124000060/
0000320193,AAPL,Apple,assets,352583000000.0,USD,10-Q,2024,Q2,2023-09-30,2024-05-03,0000320193-24-000069,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0000320193,AAPL,Apple,assets,379297000000.0,USD,10-Q,2026,Q1,2025-12-27,2026-01-30,0000320193-26-000006,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/
0000320193,AAPL,Apple,capex,7419000000.0,USD,10-Q,2022,Q3,2022-06-25,2022-07-29,0000320193-22-000070,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/320193/000032019322000070/
0000320193,AAPL,Apple,cash,48844000000.0,USD,10-K,2019,FY,2019-09-28,2019-10-31,0000320193-19-000119,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/
0000320193,AAPL,Apple,equity,63090000000.0,USD,10-Q,2023,Q2,2021-09-25,2023-05-05,0000320193-23-000064,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019323000064/
0000320193,AAPL,Apple,inventory,6331000000.0,USD,10-K,2023,FY,2023-09-30,2023-11-03,0000320193-23-000106,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/
0001551152,ABBV,AbbVie Inc.,capex,175000000.0,USD,10-Q,2024,Q1,2023-03-31,2024-05-03,0001551152-24-000020,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000020/
0001551152,ABBV,AbbVie Inc.,equity,15994000000.0,USD,10-Q,2022,Q3,2022-09-30,2022-11-04,0001551152-22-000045,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000045/
0001551152,ABBV,AbbVie Inc.,equity,10360000000.0,USD,10-Q,2024,Q1,2023-12-31,2024-05-03,0001551152-24-000020,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000020/
0001551152,ABBV,AbbVie Inc.,operating_cash_flow,5494000000.0,USD,10-Q,2020,Q2,2019-06-30,2020-08-04,0001551152-20-000023,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000023/
0001551152,ABBV,AbbVie Inc.,shares_outstanding,1767140323.0,shares,10-Q,2024,Q3,2024-10-28,2024-11-04,0001551152-24-000040,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000040/
0000001800,ABT,Abbott Laboratories,debt,2251000000.0,USD,10-K,2023,FY,2022-12-31,2024-02-16,0001628280-24-005348,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/1800/000162828024005348/
0000001800,ABT,Abbott Laboratories,inventory,5157000000.0,USD,10-K,2022,FY,2021-12-31,2023-02-17,0001628280-23-004026,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/1800/000162828023004026/
0000001800,ABT,Abbott Laboratories,operating_cash_flow,2037000000.0,USD,10-Q,2020,Q2,2020-06-30,2020-07-29,0001104659-20-087850,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1800/000110465920087850/
0000001800,ABT,Abbott Laboratories,rd,2440000000.0,USD,10-K,2020,FY,2019-12-31,2021-02-19,0001104659-21-025751,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1800/000110465921025751/
0000001800,ABT,Abbott Laboratories,revenue,10635000000.0,USD,10-Q,2024,Q3,2024-09-30,2024-10-31,0001628280-24-044602,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1800/000162828024044602/
0000006201,AAL,American,debt,2315000000.0,USD,10-K,2022,FY,2021-12-31,2023-02-22,0000006201-23-000018,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/
0000006201,AAL,American,net_income,-1635000000.0,USD,10-Q,2023,Q1,2022-03-31,2023-04-27,0000006201-23-000042,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620123000042/
0000006201,AAL,American,revenue,42622000000.0,USD,10-K,2019,FY,2017-12-31,2020-02-19,0000006201-20-000023,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/6201/000000620120000023/
0000320193,AAPL,Apple,cash,29898000000.0,USD,10-Q,2024,Q3,2023-07-01,2024-08-02,0000320193-24-000081,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/320193/000032019324000081/
0000320193,AAPL,Apple,eps,4.18,USD/shares,10-Q,2019,Q1,2018-12-29,2019-01-30,0000320193-19-000010,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/
0000320193,AAPL,Apple,equity,73733000000.0,USD,10-Q,2026,Q1,2025-09-27,2026-01-30,0000320193-26-000006,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/
0000320193,AAPL,Apple,operating_income,22998000000.0,USD,10-Q,2023,Q3,2023-07-01,2023-08-04,0000320193-23-000077,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019323000077/
0000320193,AAPL,Apple,revenue,58313000000.0,USD,10-Q,2020,Q2,2020-03-28,2020-05-01,0000320193-20-000052,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/320193/000032019320000052/
0000320193,AAPL,Apple,sga,4231000000.0,USD,10-Q,2019,Q1,2017-12-30,2019-01-30,0000320193-19-000010,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/
0001551152,ABBV,AbbVie Inc.,assets,70786000000.0,USD,10-Q,2018,Q1,2017-12-31,2018-05-04,0001551152-18-000025,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000025/
0001551152,ABBV,AbbVie Inc.,cash,39924000000.0,USD,10-K,2021,FY,2019-12-31,2022-02-18,0001551152-22-000007,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000007/
0001551152,ABBV,AbbVie Inc.,net_income,3179000000.0,USD,10-Q,2021,Q3,2021-09-30,2021-11-02,0001551152-21-000031,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/
0001559720,ABNB,AirBnB Class A,assets,20959000000.0,USD,10-Q,2025,Q3,2024-12-31,2025-11-06,0001559720-25-000030,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/
0001559720,ABNB,AirBnB Class A,equity,8412000000.0,USD,10-Q,2025,Q1,2024-12-31,2025-05-01,0001559720-25-000017,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000017/
0001559720,ABNB,AirBnB Class A,operating_cash_flow,1808845000.0,USD,10-Q,2021,Q3,2021-09-30,2021-11-05,0001559720-21-000017,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1559720/000155972021000017/
0000001800,ABT,Abbott Laboratories,net_income,1077000000.0,USD,10-Q,2026,Q1,2026-03-31,2026-04-29,0001628280-26-028357,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000162828026028357/
0000001800,ABT,Abbott Laboratories,operating_income,8362000000.0,USD,10-K,2024,FY,2022-12-31,2025-02-21,0001628280-25-007110,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000162828025007110/
0000006201,AAL,American,assets,66467000000.0,USD,10-K,2022,FY,2021-12-31,2023-02-22,0000006201-23-000018,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/
0000006201,AAL,American,cash,286000000.0,USD,10-K,2018,FY,2018-12-31,2019-02-25,0000006201-19-000009,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620119000009/
0000006201,AAL,American,cash,399000000.0,USD,10-Q,2021,Q3,2020-12-31,2021-10-21,0000006201-21-000098,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620121000098/
0000006201,AAL,American,cash,1056000000.0,USD,10-K,2025,FY,2025-12-31,2026-02-18,0000006201-26-000014,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620126000014/
0000006201,AAL,American,equity,-22000000.0,USD,10-Q,2020,Q2,2019-06-30,2020-07-23,0000006201-20-000089,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620120000089/
0000006201,AAL,American,equity,-636000000.0,USD,10-Q,2020,Q3,2019-03-31,2020-10-22,0000006201-20-000101,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620120000101/
0000006201,AAL,American,net_income,159000000.0,USD,10-Q,2019,Q1,2018-03-31,2019-04-26,0000006201-19-000023,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620119000023/
0000006201,AAL,American,net_income,-2241000000.0,USD,10-Q,2020,Q1,2020-03-31,2020-04-30,0000006201-20-000066,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620120000066/
0000006201,AAL,American,net_income,599000000.0,USD,10-Q,2025,Q2,2025-06-30,2025-07-24,0000006201-25-000038,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620125000038/
0000320193,AAPL,Apple,debt,13638000000.0,USD,10-Q,2025,Q2,2025-03-29,2025-05-02,0000320193-25-000057,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/320193/000032019325000057/
0000320193,AAPL,Apple,net_income,22236000000.0,USD,10-K,2020,FY,2019-12-28,2020-10-30,0000320193-20-000096,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/
0000320193,AAPL,Apple,operating_income,36016000000.0,USD,10-Q,2023,Q1,2022-12-31,2023-02-03,0000320193-23-000006,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019323000006/
0000320193,AAPL,Apple,operating_income,119437000000.0,USD,10-K,2024,FY,2022-09-24,2024-11-01,0000320193-24-000123,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/
0000320193,AAPL,Apple,revenue,82959000000.0,USD,10-Q,2023,Q3,2022-06-25,2023-08-04,0000320193-23-000077,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/320193/000032019323000077/
0000320193,AAPL,Apple,shares_outstanding,4715280000.0,shares,10-Q,2019,Q1,2019-01-18,2019-01-30,0000320193-19-000010,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/
0001551152,ABBV,AbbVie Inc.,eps,6.45,USD/shares,10-K,2022,FY,2021-12-31,2023-02-17,0001551152-23-000011,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1551152/000155115223000011/
0001551152,ABBV,AbbVie Inc.,equity,-8172000000.0,USD,10-K,2019,FY,2019-12-31,2020-02-21,0001551152-20-000007,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000007/
0001551152,ABBV,AbbVie Inc.,equity,-2642000000.0,USD,10-Q,2025,Q3,2025-09-30,2025-11-04,0001551152-25-000049,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000049/
0001551152,ABBV,AbbVie Inc.,net_income,-22000000.0,USD,10-K,2024,FY,2024-12-31,2025-02-14,0001551152-25-000020,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/
0001551152,ABBV,AbbVie Inc.,sga,3569000000.0,USD,10-Q,2025,Q3,2025-09-30,2025-11-04,0001551152-25-000049,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000049/
0001551152,ABBV,AbbVie Inc.,shares_outstanding,1764833246.0,shares,10-Q,2020,Q2,2020-07-28,2020-08-04,0001551152-20-000023,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000023/
0001559720,ABNB,AirBnB Class A,operating_cash_flow,1201992000.0,USD,10-Q,2022,Q1,2022-03-31,2022-05-09,0001559720-22-000009,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000009/
0000001800,ABT,Abbott Laboratories,cash,9799000000.0,USD,10-Q,2022,Q1,2021-12-31,2022-05-03,0001104659-22-055285,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1800/000110465922055285/
0000001800,ABT,Abbott Laboratories,revenue,8853000000.0,USD,10-Q,2020,Q3,2020-09-30,2020-11-04,0001104659-20-121336,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1800/000110465920121336/
0000006201,AAL,American,equity,-395000000.0,USD,10-Q,2019,Q3,2018-09-30,2019-10-24,0000006201-19-000067,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620119000067/
0000320193,AAPL,Apple,capex,9447000000.0,USD,10-K,2025,FY,2024-09-28,2025-10-31,0000320193-25-000079,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/320193/000032019325000079/
0000320193,AAPL,Apple,cash,25913000000.0,USD,10-Q,2020,Q1,2018-09-29,2020-01-29,0000320193-20-000010,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/
0000320193,AAPL,Apple,gross_profit,58275000000.0,USD,10-Q,2026,Q1,2024-12-28,2026-01-30,0000320193-26-000006,us-gaap,GrossProfit,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/
0000320193,AAPL,Apple,operating_income,33534000000.0,USD,10-Q,2021,Q1,2020-12-26,2021-01-28,0000320193-21-000010,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019321000010/
0000320193,AAPL,Apple,rd,21914000000.0,USD,10-K,2021,FY,2021-09-25,2021-10-29,0000320193-21-000105,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/
0000320193,AAPL,Apple,revenue,94836000000.0,USD,10-Q,2024,Q2,2023-04-01,2024-05-03,0000320193-24-000069,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0001551152,ABBV,AbbVie Inc.,equity,5097000000.0,USD,10-Q,2018,Q3,2017-12-31,2018-11-07,0001551152-18-000042,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115218000042/
0001551152,ABBV,AbbVie Inc.,net_income,52000000.0,USD,10-K,2018,FY,2017-12-31,2019-02-27,0001551152-19-000008,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000008/
0001551152,ABBV,AbbVie Inc.,operating_income,2617000000.0,USD,10-Q,2019,Q3,2019-09-30,2019-11-06,0001551152-19-000030,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000030/
