cik,ticker,company_name,metric,value,unit,form,fiscal_year,fiscal_period,period_end,filed_date,accession_number,taxonomy,concept,source_url
0000001800,ABT,Abbott Laboratories,cash,9882000000.0,USD,10-Q,2023,Q3,2022-12-31,2023-11-01,0001628280-23-035957,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1800/000162828023035957/
0000001800,ABT,Abbott Laboratories,cash,9882000000.0,USD,10-Q,2024,Q2,2022-12-31,2024-07-31,0001628280-24-033740,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1800/000162828024033740/
0000001800,ABT,Abbott Laboratories,eps,0.23,USD/shares,10-K,2019,FY,2018-03-31,2020-02-21,0001104659-20-023904,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1800/000110465920023904/
0000001800,ABT,Abbott Laboratories,operating_income,1392000000.0,USD,10-Q,2021,Q2,2021-06-30,2021-08-04,0001104659-21-100055,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465921100055/
0000001800,ABT,Abbott Laboratories,rd,578000000.0,USD,10-Q,2020,Q1,2020-03-31,2020-04-29,0001104659-20-053384,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1800/000110465920053384/
0000001800,ABT,Abbott Laboratories,revenue,11142000000.0,USD,10-Q,2025,Q2,2025-06-30,2025-07-30,0001628280-25-036720,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1800/000162828025036720/
0000001800,ABT,Abbott Laboratories,sga,2150000000.0,USD,10-Q,2018,Q2,2017-06-30,2018-08-01,0001104659-18-048736,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1800/000110465918048736/
0000001800,ABT,Abbott Laboratories,shares_outstanding,1737946233.0,shares,10-K,2022,FY,2023-01-31,2023-02-17,0001628280-23-004026,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/1800/000162828023004026/
0000006201,AAL,American,debt,3415000000.0,USD,10-Q,2020,Q1,2020-03-31,2020-04-30,0000006201-20-000066,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/6201/000000620120000066/
0000006201,AAL,American,equity,-118000000.0,USD,10-Q,2020,Q1,2019-12-31,2020-04-30,0000006201-20-000066,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620120000066/
0000006201,AAL,American,revenue,11559000000.0,USD,10-Q,2019,Q3,2018-09-30,2019-10-24,0000006201-19-000067,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/6201/000000620119000067/
0000320193,AAPL,Apple,capex,4344000000.0,USD,10-Q,2026,Q2,2026-03-28,2026-05-01,0000320193-26-000013,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/320193/000032019326000013/
0000320193,AAPL,Apple,cash,34940000000.0,USD,10-K,2021,FY,2021-09-25,2021-10-29,0000320193-21-000105,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/
0000320193,AAPL,Apple,cash,37119000000.0,USD,10-Q,2022,Q1,2021-12-25,2022-01-28,0000320193-22-000007,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/320193/000032019322000007/
0000320193,AAPL,Apple,inventory,4973000000.0,USD,10-Q,2021,Q1,2020-12-26,2021-01-28,0000320193-21-000010,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/320193/000032019321000010/
0000320193,AAPL,Apple,inventory,6331000000.0,USD,10-Q,2024,Q1,2023-09-30,2024-02-02,0000320193-24-000006,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/320193/000032019324000006/
0000320193,AAPL,Apple,shares_outstanding,5074013000.0,shares,10-Q,2018,Q1,2018-01-19,2018-02-02,0000320193-18-000007,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/320193/000032019318000007/
0001551152,ABBV,AbbVie Inc.,equity,4636000000.0,USD,10-K,2019,FY,2016-12-31,2020-02-21,0001551152-20-000007,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000007/
0001551152,ABBV,AbbVie Inc.,equity,13076000000.0,USD,10-Q,2021,Q3,2020-12-31,2021-11-02,0001551152-21-000031,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000031/
0001551152,ABBV,AbbVie Inc.,sga,3304000000.0,USD,10-Q,2022,Q3,2022-09-30,2022-11-04,0001551152-22-000045,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000045/
0001551152,ABBV,AbbVie Inc.,shares_outstanding,1475083514.0,shares,10-K,2018,FY,2019-02-08,2019-02-27,0001551152-19-000008,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000008/
0001559720,ABNB,AirBnB Class A,operating_cash_flow,1923000000.0,USD,10-Q,2025,Q1,2024-03-31,2025-05-01,0001559720-25-000017,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000017/
0000001800,ABT,Abbott Laboratories,sga,2377000000.0,USD,10-Q,2019,Q3,2018-09-30,2019-10-31,0001104659-19-058323,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1800/000110465919058323/
0000006201,AAL,American,operating_income,1256000000.0,USD,10-Q,2018,Q3,2017-09-30,2018-10-25,0000006201-18-000039,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620118000039/
0000006201,AAL,American,revenue,13912000000.0,USD,10-Q,2026,Q1,2026-03-31,2026-04-23,0000006201-26-000032,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/6201/000000620126000032/
0000006201,AAL,American,shares_outstanding,508631777.0,shares,10-Q,2020,Q3,2020-10-16,2020-10-22,0000006201-20-000101,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/6201/000000620120000101/
0000320193,AAPL,Apple,capex,6309000000.0,USD,10-Q,2018,Q2,2017-04-01,2018-05-02,0000320193-18-000070,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/
0000320193,AAPL,Apple,cash,50530000000.0,USD,10-Q,2019,Q3,2019-06-29,2019-07-31,0000320193-19-000076,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/320193/000032019319000076/
0000320193,AAPL,Apple,cash,44771000000.0,USD,10-Q,2020,Q1,2018-12-29,2020-01-29,0000320193-20-000010,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/
0000320193,AAPL,Apple,cash,24977000000.0,USD,10-Q,2024,Q3,2022-09-24,2024-08-02,0000320193-24-000081,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/320193/000032019324000081/
0000320193,AAPL,Apple,cash,26635000000.0,USD,10-Q,2025,Q3,2024-06-29,2025-08-01,0000320193-25-000073,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/320193/000032019325000073/
0000320193,AAPL,Apple,gross_profit,33912000000.0,USD,10-Q,2018,Q1,2017-12-30,2018-02-02,0000320193-18-000007,us-gaap,GrossProfit,https://www.sec.gov/Archives/edgar/data/320193/000032019318000007/
0000320193,AAPL,Apple,liabilities,290437000000.0,USD,10-Q,2024,Q2,2023-09-30,2024-05-03,0000320193-24-000069,us-gaap,Liabilities,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0000320193,AAPL,Apple,operating_income,27900000000.0,USD,10-Q,2025,Q2,2024-03-30,2025-05-02,0000320193-25-000057,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019325000057/
0001551152,ABBV,AbbVie Inc.,cash,7257000000.0,USD,10-Q,2025,Q3,2024-09-30,2025-11-04,0001551152-25-000049,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000049/
0001551152,ABBV,AbbVie Inc.,operating_income,11363000000.0,USD,10-K,2020,FY,2020-12-31,2021-02-19,0001551152-21-000008,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000008/
0001551152,ABBV,AbbVie Inc.,revenue,7828000000.0,USD,10-Q,2020,Q1,2019-03-31,2020-05-08,0001551152-20-000015,us-gaap,Revenues,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000015/
0001551152,ABBV,AbbVie Inc.,sga,1680000000.0,USD,10-Q,2020,Q1,2019-03-31,2020-05-08,0001551152-20-000015,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000015/
0001559720,ABNB,AirBnB Class A,liabilities,12480000000.0,USD,10-Q,2024,Q1,2023-12-31,2024-05-08,0001559720-24-000017,us-gaap,Liabilities,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000017/
0000001800,ABT,Abbott Laboratories,cash,6987000000.0,USD,10-Q,2025,Q2,2024-06-30,2025-07-30,0001628280-25-036720,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1800/000162828025036720/
0000001800,ABT,Abbott Laboratories,debt,1615000000.0,USD,10-Q,2024,Q2,2024-06-30,2024-07-31,0001628280-24-033740,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/1800/000162828024033740/
0000001800,ABT,Abbott Laboratories,eps,0.23,USD/shares,10-K,2018,FY,2018-03-31,2019-02-22,0001047469-19-000624,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1800/000104746919000624/
0000001800,ABT,Abbott Laboratories,net_income,5723000000.0,USD,10-K,2023,FY,2023-12-31,2024-02-16,0001628280-24-005348,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000162828024005348/
0000001800,ABT,Abbott Laboratories,operating_income,386000000.0,USD,10-Q,2018,Q2,2017-06-30,2018-08-01,0001104659-18-048736,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465918048736/
0000006201,AAL,American,assets,66467000000.0,USD,10-Q,2022,Q3,2021-12-31,2022-10-20,0000006201-22-000086,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/6201/000000620122000086/
0000006201,AAL,American,cash,290000000.0,USD,10-Q,2021,Q2,2019-12-31,2021-07-22,0000006201-21-000080,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620121000080/
0000006201,AAL,American,cash,586000000.0,USD,10-K,2022,FY,2022-12-31,2023-02-22,0000006201-23-000018,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/
0000006201,AAL,American,debt,3213000000.0,USD,10-Q,2019,Q1,2018-12-31,2019-04-26,0000006201-19-000023,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/6201/000000620119000023/
0000006201,AAL,American,eps,-18.36,USD/shares,10-K,2022,FY,2020-12-31,2023-02-22,0000006201-23-000018,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/6201/000000620123000018/
0000006201,AAL,American,equity,-4746000000.0,USD,10-Q,2025,Q2,2024-06-30,2025-07-24,0000006201-25-000038,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620125000038/
0000006201,AAL,American,operating_cash_flow,5154000000.0,USD,10-Q,2023,Q3,2023-09-30,2023-10-19,0000006201-23-000092,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/6201/000000620123000092/
0000320193,AAPL,Apple,cash,45059000000.0,USD,10-Q,2018,Q2,2018-03-31,2018-05-02,0000320193-18-000070,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/320193/000032019318000070/
0000320193,AAPL,Apple,gross_profit,32031000000.0,USD,10-K,2020,FY,2018-12-29,2020-10-30,0000320193-20-000096,us-gaap,GrossProfit,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/
0000320193,AAPL,Apple,shares_outstanding,4375480000.0,shares,10-Q,2020,Q1,2020-01-17,2020-01-29,0000320193-20-000010,dei,EntityCommonStockSharesOutstanding,https://www.sec.gov/Archives/edgar/data/320193/000032019320000010/
0001551152,ABBV,AbbVie Inc.,eps,0.52,USD/shares,10-Q,2025,Q2,2025-06-30,2025-08-04,0001551152-25-000040,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000040/
0001551152,ABBV,AbbVie Inc.,equity,-8172000000.0,USD,10-Q,2021,Q1,2019-12-31,2021-05-07,0001551152-21-000016,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000016/
0001551152,ABBV,AbbVie Inc.,net_income,4490000000.0,USD,10-Q,2022,Q1,2022-03-31,2022-05-06,0001551152-22-000017,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115222000017/
0001551152,ABBV,AbbVie Inc.,revenue,12225000000.0,USD,10-Q,2024,Q1,2023-03-31,2024-05-03,0001551152-24-000020,us-gaap,Revenues,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000020/
0001559720,ABNB,AirBnB Class A,cash,7523688000.0,USD,10-Q,2022,Q3,2022-09-30,2022-11-03,0001559720-22-000019,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000019/
0001559720,ABNB,AirBnB Class A,cash,9727000000.0,USD,10-K,2023,FY,2021-12-31,2024-02-16,0001559720-24-000006,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/
0001559720,ABNB,AirBnB Class A,operating_income,1203000000.0,USD,10-Q,2023,Q3,2022-09-30,2023-11-01,0001559720-23-000020,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000020/
0001559720,ABNB,AirBnB Class A,rd,363000000.0,USD,10-Q,2023,Q1,2022-03-31,2023-05-09,0001559720-23-000010,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000010/
0000001800,ABT,Abbott Laboratories,assets,73214000000.0,USD,10-Q,2024,Q2,2023-12-31,2024-07-31,0001628280-24-033740,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1800/000162828024033740/
0000001800,ABT,Abbott Laboratories,capex,1777000000.0,USD,10-K,2022,FY,2022-12-31,2023-02-17,0001628280-23-004026,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/1800/000162828023004026/
0000001800,ABT,Abbott Laboratories,cash,3844000000.0,USD,10-Q,2020,Q1,2018-12-31,2020-04-29,0001104659-20-053384,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/1800/000110465920053384/
0000001800,ABT,Abbott Laboratories,inventory,6173000000.0,USD,10-Q,2023,Q2,2022-12-31,2023-08-03,0001628280-23-027203,us-gaap,InventoryNet,https://www.sec.gov/Archives/edgar/data/1800/000162828023027203/
0000001800,ABT,Abbott Laboratories,net_income,672000000.0,USD,10-Q,2019,Q1,2019-03-31,2019-05-01,0001104659-19-026018,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465919026018/
0000001800,ABT,Abbott Laboratories,operating_cash_flow,715000000.0,USD,10-Q,2020,Q1,2020-03-31,2020-04-29,0001104659-20-053384,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1800/000110465920053384/
0000006201,AAL,American,cash,314000000.0,USD,10-Q,2018,Q3,2018-09-30,2018-10-25,0000006201-18-000039,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620118000039/
0000006201,AAL,American,cash,398000000.0,USD,10-Q,2019,Q1,2017-12-31,2019-04-26,0000006201-19-000023,us-gaap,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,https://www.sec.gov/Archives/edgar/data/6201/000000620119000023/
0000320193,AAPL,Apple,capex,8586000000.0,USD,10-Q,2018,Q3,2017-07-01,2018-08-01,0000320193-18-000100,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,https://www.sec.gov/Archives/edgar/data/320193/000032019318000100/
0000320193,AAPL,Apple,debt,6496000000.0,USD,10-K,2018,FY,2017-09-30,2018-11-05,0000320193-18-000145,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/320193/000032019318000145/
0000320193,AAPL,Apple,debt,10912000000.0,USD,10-Q,2025,Q1,2024-09-28,2025-01-31,0000320193-25-000008,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/320193/000032019325000008/
0000320193,AAPL,Apple,net_income,19965000000.0,USD,10-K,2020,FY,2018-12-29,2020-10-30,0000320193-20-000096,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/
0000320193,AAPL,Apple,rd,14236000000.0,USD,10-K,2019,FY,2018-09-29,2019-10-31,0000320193-19-000119,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/
0000320193,AAPL,Apple,revenue,84310000000.0,USD,10-K,2019,FY,2018-12-29,2019-10-31,0000320193-19-000119,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/
0001551152,ABBV,AbbVie Inc.,cash,4897000000.0,USD,10-Q,2019,Q1,2019-03-31,2019-05-03,0001551152-19-000016,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000016/
0001551152,ABBV,AbbVie Inc.,net_income,2783000000.0,USD,10-K,2019,FY,2018-03-31,2020-02-21,0001551152-20-000007,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115220000007/
0001551152,ABBV,AbbVie Inc.,operating_cash_flow,3815000000.0,USD,10-Q,2021,Q1,2020-03-31,2021-05-07,0001551152-21-000016,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1551152/000155115221000016/
0001551152,ABBV,AbbVie Inc.,operating_cash_flow,22839000000.0,USD,10-K,2025,FY,2023-12-31,2026-02-20,0001551152-26-000008,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1551152/000155115226000008/
0001551152,ABBV,AbbVie Inc.,operating_income,18117000000.0,USD,10-K,2024,FY,2022-12-31,2025-02-14,0001551152-25-000020,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115225000020/
0001559720,ABNB,AirBnB Class A,cash,7905000000.0,USD,10-Q,2023,Q2,2023-06-30,2023-08-03,0001559720-23-000015,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000015/
0001559720,ABNB,AirBnB Class A,rd,1722000000.0,USD,10-K,2025,FY,2023-12-31,2026-02-12,0001559720-26-000004,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/
0000001800,ABT,Abbott Laboratories,eps,0.94,USD/shares,10-Q,2024,Q3,2024-09-30,2024-10-31,0001628280-24-044602,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1800/000162828024044602/
0000001800,ABT,Abbott Laboratories,net_income,2368000000.0,USD,10-K,2020,FY,2018-12-31,2021-02-19,0001104659-21-025751,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000110465921025751/
0000001800,ABT,Abbott Laboratories,operating_cash_flow,7901000000.0,USD,10-K,2020,FY,2020-12-31,2021-02-19,0001104659-21-025751,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1800/000110465921025751/
0000001800,ABT,Abbott Laboratories,revenue,31904000000.0,USD,10-K,2021,FY,2019-12-31,2022-02-18,0001104659-22-025141,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1800/000110465922025141/
0000006201,AAL,American,eps,-4.71,USD/shares,10-Q,2020,Q3,2020-09-30,2020-10-22,0000006201-20-000101,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/6201/000000620120000101/
0000006201,AAL,American,revenue,44541000000.0,USD,10-K,2020,FY,2018-12-31,2021-02-17,0000006201-21-000014,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/6201/000000620121000014/
0000320193,AAPL,Apple,debt,13529000000.0,USD,10-Q,2019,Q3,2019-06-29,2019-07-31,0000320193-19-000076,us-gaap,LongTermDebtCurrent,https://www.sec.gov/Archives/edgar/data/320193/000032019319000076/
0000320193,AAPL,Apple,equity,134047000000.0,USD,10-Q,2019,Q1,2017-09-30,2019-01-30,0000320193-19-000010,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/
0000320193,AAPL,Apple,net_income,23636000000.0,USD,10-Q,2024,Q2,2024-03-30,2024-05-03,0000320193-24-000069,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0000320193,AAPL,Apple,rd,16217000000.0,USD,10-K,2020,FY,2019-09-28,2020-10-30,0000320193-20-000096,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/
0000320193,AAPL,Apple,revenue,53809000000.0,USD,10-K,2020,FY,2019-06-29,2020-10-30,0000320193-20-000096,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/
0000320193,AAPL,Apple,sga,24932000000.0,USD,10-K,2023,FY,2023-09-30,2023-11-03,0000320193-23-000106,us-gaap,SellingGeneralAndAdministrativeExpense,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/
0001551152,ABBV,AbbVie Inc.,cash,18067000000.0,USD,10-Q,2024,Q1,2024-03-31,2024-05-03,0001551152-24-000020,us-gaap,CashAndCashEquivalentsAtCarryingValue,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000020/
0001551152,ABBV,AbbVie Inc.,eps,1.26,USD/shares,10-Q,2019,Q3,2019-09-30,2019-11-06,0001551152-19-000030,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1551152/000155115219000030/
0001551152,ABBV,AbbVie Inc.,operating_income,4513000000.0,USD,10-Q,2023,Q2,2023-06-30,2023-08-07,0001551152-23-000033,us-gaap,OperatingIncomeLoss,https://www.sec.gov/Archives/edgar/data/1551152/000155115223000033/
0001559720,ABNB,AirBnB Class A,equity,8165000000.0,USD,10-Q,2025,Q3,2023-12-31,2025-11-06,0001559720-25-000030,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000030/
0001559720,ABNB,AirBnB Class A,net_income,-340605000.0,USD,10-Q,2021,Q1,2020-03-31,2021-05-14,0001628280-21-010389,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1559720/000162828021010389/
0001559720,ABNB,AirBnB Class A,net_income,1368000000.0,USD,10-Q,2024,Q3,2024-09-30,2024-11-07,0001559720-24-000032,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000032/
0001559720,ABNB,AirBnB Class A,operating_cash_flow,3884000000.0,USD,10-K,2025,FY,2023-12-31,2026-02-12,0001559720-26-000004,us-gaap,NetCashProvidedByUsedInOperatingActivities,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/
0001559720,ABNB,AirBnB Class A,revenue,12241000000.0,USD,10-K,2025,FY,2025-12-31,2026-02-12,0001559720-26-000004,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/
0000001800,ABT,Abbott Laboratories,assets,70908000000.0,USD,10-Q,2018,Q1,2018-03-31,2018-05-02,0001104659-18-029831,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1800/000110465918029831/
0000001800,ABT,Abbott Laboratories,assets,67173000000.0,USD,10-Q,2019,Q2,2018-12-31,2019-07-31,0001410578-19-000606,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1800/000141057819000606/
0000001800,ABT,Abbott Laboratories,assets,67887000000.0,USD,10-Q,2020,Q3,2019-12-31,2020-11-04,0001104659-20-121336,us-gaap,Assets,https://www.sec.gov/Archives/edgar/data/1800/000110465920121336/
0000001800,ABT,Abbott Laboratories,eps,0.53,USD/shares,10-Q,2019,Q3,2019-09-30,2019-10-31,0001104659-19-058323,us-gaap,EarningsPerShareDiluted,https://www.sec.gov/Archives/edgar/data/1800/000110465919058323/
0000001800,ABT,Abbott Laboratories,net_income,1646000000.0,USD,10-Q,2025,Q3,2024-09-30,2025-10-29,0001628280-25-047131,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/1800/000162828025047131/
0000001800,ABT,Abbott Laboratories,rd,715000000.0,USD,10-Q,2024,Q2,2023-06-30,2024-07-31,0001628280-24-033740,us-gaap,ResearchAndDevelopmentExpense,https://www.sec.gov/Archives/edgar/data/1800/000162828024033740/
0000006201,AAL,American,equity,-727000000.0,USD,10-Q,2019,Q3,2018-06-30,2019-10-24,0000006201-19-000067,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/6201/000000620119000067/
0000006201,AAL,American,net_income,-545000000.0,USD,10-Q,2024,Q3,2023-09-30,2024-10-24,0000006201-24-000060,us-gaap,NetIncomeLoss,https://www.sec.gov/Archives/edgar/data/6201/000000620124000060/
0000320193,AAPL,Apple,equity,56727000000.0,USD,10-Q,2024,Q2,2022-12-31,2024-05-03,0000320193-24-000069,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0000320193,AAPL,Apple,equity,62146000000.0,USD,10-Q,2024,Q2,2023-09-30,2024-05-03,0000320193-24-000069,us-gaap,StockholdersEquity,https://www.sec.gov/Archives/edgar/data/320193/000032019324000069/
0000320193,AAPL,Apple,gross_profit,32031000000.0,USD,10-Q,2019,Q1,2018-12-29,2019-01-30,0000320193-19-000010,us-gaap,GrossProfit,https://www.sec.gov/Archives/edgar/data/320193/000032019319000010/
0000320193,AAPL,Apple,liabilities,258549000000.0,USD,10-K,2021,FY,2020-09-26,2021-10-29,0000320193-21-000105,us-gaap,Liabilities,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/
0000320193,AAPL,Apple,liabilities,287830000000.0,USD,10-Q,2021,Q1,2020-12-26,2021-01-28,0000320193-21-000010,us-gaap,Liabilities,https://www.sec.gov/Archives/edgar/data/320193/000032019321000010/
